[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 8.0, 16.0, 20.0, 9914.2] 0.03513010204081634
[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 8.0, 8.0, 32.0, 14556.4] 0.09434183673469387
[1.0, 0.0, 0.0, 0.0, 0.0, 0, 3.0, 0.0, 1.0, 8.0, 16.0, 0, 14700.0] 0.09617346938775512
[1.0, 0, 0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 8.0, 8.0, 0.0, 16073.0] 0.1
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 16.0, 10.0, 32.0, 11583.2] 0.05641836734693878
[1.0, 0.0, 0, 0.0, 0.0, 0.0, 2, 0.0, 1.0, 8.0, 10.0, 8.0, 15604.0] 0.1
[1, 0.0, 0.0, 0.0, 0.0, 0, 3.0, 0.0, 1.0, 8.0, 10.0, 64.0, 18790.8] 0.6372399999999998
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 10.0, 8.0, 32.0, 13568.6] 0.08174234693877552
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 20.0, 8, 16, 9919.4] 0.035196428571428566
[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 8.0, 10.0, 10.0, 14486.6] 0.09345153061224491
[1, 0.0, 1.0, 1.0, 1.0, 1, 3.0, 0.0, 2.0, 20.0, 10.0, 32.0, 10077.6] 0.03721428571428572
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 2.0, 8.0, 8, 10.0, 15428.4] 0.1
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4, 0.0, 2.0, 10.0, 16.0, 8.0, 13380.8] 0.07934693877551019
[1.0, 0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 20.0, 10.0, 32.0, 10192.2] 0.03867602040816328
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 1.0, 8.0, 10, 64.0, 18757.6] 0.6272799999999996
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 4.0, 0.0, 4.0, 10.0, 8.0, 0.0, 13537.4] 0.08134438775510204
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 8.0, 10.0, 32.0, 15489.4] 0.1
[1, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 3.0, 8.0, 8.0, 0.0, 15401.4] 0.1
[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 0.0, 2.0, 8.0, 10.0, 64.0, 14347.4] 0.09167602040816326
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 10.0, 16.0, 16.0, 10655.4] 0.04458418367346939
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 2.0, 8, 10.0, 32.0, 18314.8] 0.49443999999999977
[1.0, 0.0, 1.0, 1.0, 1.0, 0, 4, 0.0, 1.0, 8, 10, 20.0, 14601.2] 0.09491326530612247
[1.0, 0.0, 1.0, 0.0, 0.0, 0, 3.0, 0.0, 2.0, 128.0, 0.0, 32.0, 9951.8] 0.035609693877551016
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 10.0, 8.0, 16.0, 16517.2] 0.1
[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 3.0, 8, 8.0, 10.0, 14530.8] 0.09401530612244897
[1.0, 0.0, 0.0, 0.0, 0.0, 1, 4.0, 0.0, 2.0, 64.0, 0.0, 8.0, 10233.4] 0.0392015306122449
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 10.0, 10.0, 128.0, 13754.8] 0.08411734693877551
[1.0, 0.0, 1, 1.0, 1.0, 1, 3.0, 0.0, 2.0, 8.0, 8.0, 10.0, 15424.8] 0.1
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 4.0, 10.0, 8.0, 8.0, 12605.0] 0.06945153061224489
[1.0, 0, 0, 0.0, 0.0, 1.0, 3, 0, 3.0, 8, 10, 64.0, 14753.8] 0.09685969387755101
