[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0, 0.0, 1.0, 0.0, 0, 0, 16, 10.0, 420284.6] 0.8417075999999999
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 10.0, 4.0, 8.0, 114396.0] 0
[1, 1, 0, 1, 1, 0, 0, 0, 1, 0.0, 1, 90.0, 2, 10.0, 421820.2] 0.8509212000000002
[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0.0, 0.0, 1.0, 0.0, 0.0, 20.0, 2.0, 10.0, 419684.4] 0.8381064000000001
[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 16.0, 6.0, 20746.8] 0
[1.0, 0.0, 1.0, 1.0, 1, 0.0, 0, 0.0, 1.0, 0.0, 1.0, 80.0, 8.0, 10.0, 417311.6] 0.8238695999999999
[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1, 0.0, 60.0, 128.0, 10, 304046.0] 0.144276
[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1024.0, 0.0, 17730.6] 0
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 16.0, 0.0, 17983.2] 0
[1.0, 1, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0, 8.0, 10, 421255.2] 0.8475312000000002
[1.0, 0.0, 1.0, 1, 1.0, 0.0, 0.0, 0.0, 1, 0, 1.0, 0.0, 2, 10, 420516.2] 0.8430972000000001
[1, 1.0, 0, 1, 1, 0, 0.0, 0.0, 1.0, 0.0, 0, 0, 16.0, 10.0, 421525.0] 0.8491500000000001
[1.0, 0.0, 1.0, 1.0, 1, 0.0, 0, 0.0, 1, 0, 1, 80, 512.0, 10.0, 416650.8] 0.8199048
[1.0, 1, 0, 1, 1, 0.0, 0.0, 0, 1.0, 0, 1.0, 40, 1, 10.0, 421557.6] 0.8493455999999999
[1, 0, 1, 1, 1.0, 0, 0.0, 0, 1.0, 0.0, 1, 0, 1, 10.0, 424574.6] 0.8674475999999999
[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 100.0, 128.0, 10.0, 415494.2] 0.8129652
[1.0, 0.0, 1.0, 1.0, 1, 0, 0.0, 0.0, 1.0, 0, 1.0, 0, 512.0, 10, 421243.0] 0.847458
[1.0, 1.0, 0.0, 1.0, 1.0, 0, 0.0, 0.0, 1, 0.0, 1, 0.0, 32.0, 10.0, 422006.6] 0.8520395999999999
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 60.0, 1.0, 4.0, 9189.0] 0
[1, 0.0, 0, 1, 1, 0, 0.0, 0, 0.0, 1.0, 1, 100, 256, 10.0, 302232.8] 0.13339679999999993
[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 100.0, 32.0, 10.0, 48067.0] 0
[1.0, 1.0, 0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0.0, 1.0, 90.0, 2.0, 10.0, 421820.2] 0.8509212000000002
[1.0, 1.0, 0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 70.0, 2, 10.0, 419290.2] 0.8357412000000001
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 80.0, 256.0, 8.0, 37939.8] 0
[1.0, 1, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0.0, 100.0, 512.0, 10.0, 417049.4] 0.8222964000000001
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0.0, 1, 40.0, 2.0, 10.0, 417807.2] 0.8268432000000001
[1.0, 0, 1.0, 1.0, 1, 0, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 128, 10.0, 421752.2] 0.8505132000000001
[1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 1.0, 1.0, 30.0, 64, 10.0, 303752.2] 0.14251320000000006
[1.0, 0, 1, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 1, 1.0, 10, 256.0, 10, 302274.8] 0.13364879999999993
[1.0, 1, 0, 1, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1.0, 50.0, 16, 10.0, 416177.6] 0.8170655999999998
