[0, 0, 1, 1.0, 0.0, 1, 1.0, 0.0, 0, 1, 0, 1, 0, 1.0, 0, 0.0, 0.0, 10.0, 7.77] 0.9476744186046511
[0, 0.0, 1, 1.0, 0.0, 1, 1.0, 0, 0.0, 0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 10, 7.95] 0.9686046511627907
[0.0, 0, 1, 1.0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0.0, 0, 1, 10.0, 7.95] 0.9686046511627907
[0.0, 0.0, 0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1, 1, 0, 0.0, 10.0, 7.33] 0.8965116279069767
[0, 0.0, 1, 1.0, 0, 0.0, 0.0, 0.0, 0, 1.0, 0.0, 1, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0, 7.82] 0.9534883720930233
[0.0, 0, 1.0, 1, 0, 1, 1, 0.0, 0, 0.0, 0.0, 1.0, 1, 1, 0.0, 1.0, 0.0, 10, 7.83] 0.9546511627906976
[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0, 0, 0.0, 0.0, 1.0, 0.0, 1, 1, 0.0, 1.0, 10, 7.13] 0.8732558139534884
[0.0, 0.0, 1, 1.0, 0.0, 1.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 1, 1, 0, 0.0, 1.0, 10.0, 7.76] 0.9465116279069767
[0.0, 0.0, 1, 1, 0.0, 0, 0, 0.0, 0.0, 1, 0.0, 1.0, 0, 1, 0.0, 0, 0.0, 10.0, 7.82] 0.9534883720930233
[0.0, 0, 1.0, 1.0, 0.0, 1, 1.0, 0, 0, 0, 0.0, 1.0, 1.0, 1.0, 0.0, 1, 0, 10.0, 7.83] 0.9546511627906976
[0.0, 0, 0.0, 1.0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 1.0, 1, 1, 1.0, 0, 10, 7.29] 0.891860465116279
[0.0, 0.0, 1, 1.0, 0, 1, 1.0, 0.0, 0.0, 0, 0.0, 1.0, 0.0, 1, 0.0, 0.0, 1.0, 10.0, 7.95] 0.9686046511627907
[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0, 7.79] 0.95
[0, 0.0, 1.0, 1.0, 0.0, 1, 1, 0.0, 0.0, 0, 0.0, 1, 1.0, 1, 0, 1.0, 0.0, 10, 7.83] 0.9546511627906976
[0.0, 0.0, 0, 1, 0.0, 1, 1.0, 0, 0, 1, 0, 1.0, 0, 1, 1, 0, 0.0, 10, 7.71] 0.9406976744186046
[0.0, 0, 1, 1.0, 0, 1, 1, 0.0, 0, 0.0, 0, 1, 0, 1.0, 0, 0.0, 1.0, 10, 7.95] 0.9686046511627907
[0.0, 0.0, 0.0, 1.0, 0.0, 1, 1.0, 0.0, 0, 1.0, 0.0, 1.0, 0.0, 1.0, 1, 0.0, 0.0, 10.0, 7.71] 0.9406976744186046
[0.0, 0, 0, 1, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 1, 1, 1, 1, 0, 10, 7.29] 0.891860465116279
[0.0, 0.0, 1.0, 1, 0, 1, 0.0, 0.0, 0.0, 0, 0.0, 0, 1, 1.0, 0.0, 0.0, 1.0, 10.0, 7.76] 0.9465116279069767
[0.0, 0.0, 0.0, 1.0, 0.0, 1, 1, 0, 0, 0, 0.0, 1, 1, 1.0, 1, 1, 0.0, 10.0, 7.25] 0.8872093023255814
[0, 0.0, 1, 1, 0.0, 1, 1, 0, 0.0, 0, 0, 1, 0, 1.0, 0.0, 0.0, 1, 10, 7.95] 0.9686046511627907
[0.0, 0, 0, 1.0, 0.0, 0.0, 1, 0.0, 1, 1.0, 0.0, 1.0, 1, 1.0, 0.0, 0.0, 0, 10, 5.29] 0.44411764705882356
[0.0, 1, 0.0, 1.0, 0.0, 1, 1.0, 0.0, 0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 10.0, 5.18] 0.4117647058823529
[0.0, 0, 1, 1.0, 0.0, 1, 0.0, 0, 0.0, 0, 0.0, 0.0, 1.0, 1.0, 0, 0.0, 1, 10.0, 7.76] 0.9465116279069767
[0.0, 0.0, 1.0, 1, 0.0, 1, 1, 0.0, 0.0, 0, 0, 1.0, 0, 1, 0.0, 0.0, 1, 10.0, 7.95] 0.9686046511627907
[0, 0.0, 0.0, 1.0, 0.0, 1, 1, 0, 0, 0.0, 0, 0, 0.0, 1, 1, 0.0, 1.0, 10.0, 7.46] 0.9116279069767441
[0, 0.0, 1, 1.0, 0, 1, 1, 0.0, 0, 0, 0.0, 1.0, 0, 1, 0.0, 0.0, 1, 10.0, 7.95] 0.9686046511627907
[0.0, 0.0, 1, 1.0, 0.0, 0.0, 1, 0.0, 0, 0.0, 0.0, 0.0, 0, 1.0, 0.0, 1, 0.0, 10.0, 7.14] 0.8744186046511627
[0.0, 0, 1, 1.0, 0.0, 1, 1, 0.0, 0.0, 0, 0.0, 1, 0.0, 1.0, 0.0, 0.0, 1, 10, 7.95] 0.9686046511627907
[0.0, 0.0, 1, 1.0, 0.0, 1, 0, 0.0, 0.0, 0.0, 0, 1.0, 0, 1.0, 0.0, 1.0, 0.0, 10, 7.77] 0.9476744186046511
