[1, 0, 1.0, 1.0, 1.0, 0.0, 1, 0.0, 1.0, 8, 8, 0.0, 16523.4] 0.8761700000000001
[1, 0.0, 0.0, 0.0, 0.0, 0.0, 3, 0.0, 1.0, 8.0, 10.0, 0, 18899.0] 0.99495
[1, 0, 1, 0.0, 0, 0.0, 2.0, 0.0, 2, 8, 10.0, 64, 15366.4] 0.8183199999999999
[1.0, 0.0, 0, 0.0, 0.0, 0, 4, 0.0, 1, 8.0, 8, 0.0, 19332.8] 1.0
[1.0, 0.0, 0, 0, 0, 0.0, 4.0, 0.0, 2.0, 8.0, 8, 64.0, 19505.4] 1.0
[1, 0.0, 0, 0.0, 0, 0, 3, 0.0, 1, 8, 8, 128, 19583.4] 1.0
[1.0, 0.0, 0, 0, 0, 0.0, 3.0, 0.0, 2.0, 8.0, 10, 64, 18690.8] 0.98454
[1, 0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2, 8.0, 8.0, 128, 15991.4] 0.8495699999999999
[1.0, 0.0, 0, 0.0, 0, 0, 4.0, 0.0, 1, 8, 8, 0.0, 19332.8] 1.0
[1, 0, 0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 8, 8.0, 128.0, 19583.4] 1.0
[1, 0, 0.0, 0.0, 0.0, 0.0, 4, 0.0, 1, 8, 8.0, 64, 19121.2] 1.0
[1.0, 0, 0, 0.0, 0.0, 0.0, 1.0, 0.0, 2, 8, 8, 64, 16055.0] 0.85275
[1.0, 0.0, 0.0, 0.0, 0.0, 0, 3, 0.0, 1, 8.0, 8, 128.0, 19583.4] 1.0
[1, 0, 1.0, 1.0, 1.0, 0, 4, 0, 1, 8.0, 8, 128, 15861.8] 0.84309
[1.0, 0.0, 0.0, 0, 0, 0, 4.0, 0, 1.0, 8, 8, 64.0, 19121.2] 1.0
[1, 0, 1.0, 1, 1, 0.0, 3.0, 0, 1, 10.0, 10, 128.0, 13357.4] 0.573285
[1.0, 0.0, 0.0, 0.0, 0.0, 0, 4.0, 0.0, 2.0, 8.0, 8.0, 20.0, 18394.2] 0.9697100000000001
[1.0, 0, 0, 0.0, 0.0, 0.0, 2, 0, 1, 8.0, 8.0, 128.0, 16768.6] 0.8884299999999999
[1, 0.0, 0.0, 0.0, 0, 0.0, 3, 0.0, 2.0, 8.0, 8.0, 128.0, 19576.0] 1.0
[1.0, 0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 1, 8, 8, 128.0, 19149.2] 1.0
[1, 0, 0, 0.0, 0.0, 0.0, 4, 0.0, 2, 8.0, 10.0, 0, 18759.8] 0.9879899999999999
[1, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 10.0, 8, 128.0, 15425.0] 0.82125
[1.0, 0, 0.0, 0.0, 0, 0.0, 3, 0.0, 2.0, 8.0, 8.0, 64, 19541.8] 1.0
[1.0, 0, 1.0, 1.0, 1.0, 0, 1, 0.0, 1, 8, 8, 0.0, 16523.4] 0.8761700000000001
[1.0, 1, 1, 0, 0, 0, 2, 0, 1.0, 8, 10, 8, 12731.0] 0.401025
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 8.0, 8.0, 64, 19555.0] 1.0
[1.0, 0.0, 0.0, 0, 0.0, 0, 3.0, 0, 2.0, 8, 8, 128, 19576.0] 1.0
[1.0, 0, 0, 0.0, 0.0, 0.0, 4, 0.0, 2, 8.0, 8, 0, 19707.8] 1.0
[1, 0.0, 1, 0, 0, 0, 1.0, 0.0, 2.0, 8.0, 8, 0, 16772.6] 0.8886299999999999
[1, 0, 1, 0.0, 0.0, 0.0, 2, 0.0, 2.0, 8, 8.0, 0, 16868.0] 0.8934
