[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1024.0, 1.0] 0
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 4096.0, 5.0] 0
[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 512.0, 1.0] 0
[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1024.0, 9.0] 0
[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 2048, 0] 0.004434782608706591
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1024.0, 5.0] 0.4522499999999938
[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 4096.0, 1.0] 0.25783999999999874
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2048.0, 5.0] 0
[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 2048, 9] 0.6858750000000036
[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2048.0, 0.0] 0
[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2048, 9] 0.2591199999999958
[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 4096, 9] 0.622875000000001
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 4096.0, 1.0] 0
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2048.0, 1.0] 0.014695652173917793
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1024.0, 5.0] 0.0340869565217435
[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2048, 9] 0
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 512.0, 5.0] 0
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 512.0, 0.0] 0
[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2048.0, 0.0] 0.004434782608706591
[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 4096, 5] 0
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 4096.0, 0.0] 0.15231999999999743
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1024.0, 9.0] 0.0018260869565327855
[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1024.0, 5.0] 0.014000000000006427
[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1024, 9] 0.10127999999999703
[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1024, 0] 0.13088000000000194
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 4096.0, 9.0] 0
[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 512.0, 1.0] 0.16104000000000268
[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 4096, 9] 0.4142750000000014
[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 2048, 9] 0
[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2048, 9] 0.33211249999999676
