[1.0, 1, 0, 1.0, 1, 0, 0.0, 0.0, 1.0, 0.0, 0.0, 20, 1, 10.0, 419554.8] 0.9782192
[1, 0.0, 0.0, 1.0, 1, 0, 0, 0.0, 0.0, 1.0, 1, 50, 64, 10, 303834.2] 0.5153368
[1.0, 1, 0, 0, 1.0, 0.0, 0, 0.0, 0, 1.0, 0.0, 40, 512, 10.0, 305319.4] 0.5212776000000001
[1, 1.0, 1.0, 0.0, 1.0, 0, 0, 0.0, 0.0, 1.0, 1, 70.0, 1024, 10, 301851.2] 0.5074048000000001
[1, 1, 1, 1.0, 1, 0, 0.0, 0.0, 1.0, 0.0, 0.0, 100, 512, 10.0, 417049.4] 0.9681976000000001
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0, 0.0, 1.0, 0.0, 128, 10.0, 131727.0] 0.21754427192614353
[1.0, 0, 1.0, 1.0, 1.0, 0, 0.0, 0.0, 1, 0, 0.0, 0.0, 2048.0, 10.0, 422252.6] 0.9890104
[1, 0.0, 0.0, 1, 1.0, 0, 0.0, 0, 1, 0, 1, 70, 2, 10.0, 417909.0] 0.9716359999999999
[1, 1, 0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 16, 10.0, 421525.0] 0.9861
[1.0, 1.0, 0, 1.0, 1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0, 1, 10, 421349.8] 0.9853992
[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1, 90.0, 128.0, 10.0, 417769.2] 0.9710768000000001
[1, 1.0, 0.0, 1.0, 1, 0, 0.0, 0.0, 1.0, 0, 0, 0, 8, 10, 421809.2] 0.9872368
[1.0, 0, 1.0, 1.0, 1, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0, 1, 10.0, 424574.6] 0.9982983999999999
[1, 1, 0.0, 1, 1.0, 0.0, 0, 0, 1.0, 0.0, 0.0, 40, 1, 10.0, 420743.8] 0.9829751999999999
[1, 1.0, 1, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 70, 2.0, 10.0, 300162.4] 0.5006496000000001
[1.0, 1.0, 0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 40.0, 512.0, 10.0, 305319.4] 0.5212776000000001
[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0.0, 100.0, 2, 10, 417696.6] 0.9707863999999999
[1.0, 0.0, 0, 1, 1, 0, 0.0, 0.0, 1, 0.0, 1.0, 0, 64, 10.0, 421875.8] 0.9875031999999999
[1.0, 0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0.0, 0, 0, 512.0, 10.0, 421739.6] 0.9869583999999999
[1.0, 0.0, 0, 1, 1.0, 0.0, 0, 0.0, 1, 0.0, 1.0, 30.0, 16, 10.0, 414404.4] 0.9576176000000001
[1.0, 1.0, 0, 1.0, 1.0, 1, 0.0, 0.0, 0.0, 0.0, 1.0, 50, 1, 8.0, 125422.8] 0.20696231640788923
[1.0, 1, 0, 1.0, 1, 0, 0, 0.0, 1, 0.0, 1.0, 10.0, 2, 10, 417830.2] 0.9713208
[1, 1, 1.0, 1, 1.0, 0.0, 0.0, 0.0, 1, 0.0, 0.0, 10, 1, 10.0, 420823.8] 0.9832951999999999
[1, 1, 1.0, 1.0, 1, 0, 0.0, 0, 1, 0.0, 1.0, 20.0, 1.0, 10.0, 419619.0] 0.978476
[1, 1.0, 1, 0, 1, 0.0, 0.0, 0, 0.0, 1.0, 0, 70.0, 32, 10, 300625.4] 0.5025016000000001
[1, 0, 0, 1, 1, 0.0, 0.0, 0.0, 1, 0, 1.0, 80, 4, 10.0, 417282.6] 0.9691303999999998
[1.0, 0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0, 0.0, 1.0, 90, 4096.0, 8.0, 100889.6] 0.1657819555182543
[1, 1.0, 1, 1.0, 1.0, 1, 0.0, 0.0, 0.0, 0, 1, 0, 1.0, 8.0, 131526.0] 0.21720688208141
[1, 0.0, 0.0, 0, 1.0, 0.0, 0, 0.0, 0.0, 1, 1, 70.0, 8, 10.0, 301407.0] 0.505628
[1, 0.0, 0.0, 1, 1, 0, 0.0, 0, 1, 0, 1.0, 10, 2, 10.0, 417301.6] 0.9692063999999999
